0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 0
46, 0
47, 0
48, 0
49, 0
50, 0
51, 0
52, 0
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 0
60, 0
61, 0
62, 0
63, 0
64, 1469
65, 1484
66, 1423
67, 1304
68, 1332
69, 1310
70, 1317
71, 1277
72, 1155
73, 1340
74, 1242
75, 1129
76, 1165
77, 1166
78, 1125
79, 1115
80, 1120
81, 1097
82, 1043
83, 1020
84, 1045
85, 1025
86, 1043
87, 1002
88, 1008
89, 1038
90, 949
91, 958
92, 930
93, 927
94, 966
95, 955
96, 903
97, 945
98, 879
99, 970
100, 867
101, 907
102, 890
103, 907
104, 839
105, 917
106, 904
107, 874
108, 815
109, 905
110, 829
111, 872
112, 832
113, 858
114, 809
115, 891
116, 869
117, 799
118, 828
119, 828
120, 804
121, 820
122, 856
123, 893
124, 824
125, 822
126, 809
127, 765
128, 801
129, 776
130, 796
131, 782
132, 788
133, 842
134, 794
135, 830
136, 803
137, 789
138, 748
139, 777
140, 766
141, 755
142, 815
143, 775
144, 751
145, 798
146, 837
147, 838
148, 765
149, 790
150, 784
151, 756
152, 709
153, 785
154, 805
155, 761
156, 792
157, 806
158, 824
159, 788
160, 803
161, 808
162, 803
163, 817
164, 846
165, 850
166, 867
167, 830
168, 847
169, 810
170, 775
171, 800
172, 815
173, 782
174, 786
175, 777
176, 785
177, 771
178, 738
179, 757
180, 741
181, 736
182, 684
183, 726
184, 686
185, 622
186, 652
187, 653
188, 596
189, 589
190, 601
191, 555
192, 517
193, 500
194, 522
195, 456
196, 469
197, 466
198, 474
199, 464
200, 449
201, 461
202, 435
203, 470
204, 413
205, 422
206, 411
207, 406
208, 427
209, 417
210, 394
211, 367
212, 375
213, 365
214, 334
215, 367
216, 377
217, 365
218, 352
219, 347
220, 356
221, 354
222, 355
223, 333
224, 357
225, 310
226, 326
227, 321
228, 337
229, 326
230, 347
231, 348
232, 299
233, 296
234, 341
235, 336
236, 317
237, 301
238, 358
239, 297
240, 352
241, 336
242, 342
243, 331
244, 304
245, 337
246, 333
247, 343
248, 334
249, 328
250, 333
251, 341
252, 353
253, 343
254, 359
255, 370
256, 421
257, 436
258, 494
259, 597
260, 685
261, 794
262, 890
263, 1149
264, 1368
265, 1651
266, 1883
267, 2312
268, 2469
269, 2733
270, 3237
271, 3415
272, 3629
273, 3684
274, 3646
275, 3590
276, 3369
277, 3158
278, 2936
279, 2649
280, 2227
281, 1930
282, 1663
283, 1365
284, 987
285, 790
286, 661
287, 449
288, 414
289, 311
290, 251
291, 241
292, 205
293, 157
294, 139
295, 124
296, 115
297, 129
298, 107
299, 131
300, 128
301, 127
302, 121
303, 104
304, 95
305, 96
306, 129
307, 81
308, 107
309, 117
310, 125
311, 111
312, 125
313, 91
314, 111
315, 116
316, 89
317, 101
318, 111
319, 138
320, 112
321, 107
322, 111
323, 127
324, 120
325, 114
326, 114
327, 122
328, 113
329, 105
330, 111
331, 118
332, 104
333, 119
334, 134
335, 126
336, 123
337, 153
338, 127
339, 128
340, 120
341, 116
342, 130
343, 116
344, 125
345, 133
346, 118
347, 131
348, 136
349, 122
350, 143
351, 131
352, 134
353, 139
354, 130
355, 138
356, 144
357, 139
358, 144
359, 131
360, 154
361, 130
362, 148
363, 120
364, 115
365, 115
366, 125
367, 123
368, 116
369, 131
370, 108
371, 131
372, 96
373, 111
374, 115
375, 118
376, 132
377, 128
378, 120
379, 130
380, 124
381, 107
382, 107
383, 91
384, 100
385, 90
386, 133
387, 138
388, 122
389, 126
390, 123
391, 118
392, 120
393, 119
394, 114
395, 129
396, 134
397, 104
398, 130
399, 128
400, 124
401, 126
402, 122
403, 124
404, 111
405, 130
406, 123
407, 105
408, 109
409, 104
410, 114
411, 105
412, 108
413, 111
414, 109
415, 82
416, 111
417, 102
